index,city_development_index,relevant_experience,enrolled_university,education_level,experience,company_size,last_new_job,gender_Male,gender_Female,major_discipline_Non-STEM,major_discipline_STEM,company_type_Early Startup,company_type_Funded Startup,company_type_NGO,company_type_Public Sector,company_type_Pvt Ltd,target
16361,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,1,0
16362,0,1,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0
16363,4,1,0,2,3,3,5,1,0,0,1,0,0,0,0,1,0
16364,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16365,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16366,4,1,0,2,0,2,2,1,0,1,0,0,0,0,0,1,0
16367,4,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0
16368,4,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16369,4,0,2,3,1,0,1,1,0,0,1,0,0,0,1,0,0
16370,1,1,2,2,2,0,5,1,0,0,1,0,0,0,0,1,1
16371,4,1,0,3,3,2,2,1,0,0,1,0,0,0,0,1,0
16372,4,1,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0
16373,2,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
16374,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
16375,2,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,0
16376,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16377,3,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,0
16378,4,1,0,2,0,1,0,0,1,0,1,0,0,0,0,1,1
16379,2,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,1
16380,1,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,1
16381,1,1,0,3,1,2,4,1,0,0,1,0,0,0,0,1,0
16382,4,1,0,2,2,1,1,1,0,0,1,0,1,0,0,0,0
16384,4,0,0,3,2,3,3,0,0,1,0,0,0,0,0,1,0
16385,1,1,0,2,1,3,4,1,0,0,1,0,0,0,0,1,0
16386,4,1,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0
16387,3,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,0
16388,3,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0
16389,1,1,2,3,1,1,4,1,0,0,1,0,0,0,0,1,0
16390,4,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1,1
16391,2,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16392,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
16393,3,1,0,3,3,1,2,1,0,0,1,0,0,0,0,1,0
16394,4,1,0,2,3,0,5,1,0,1,0,0,0,0,0,1,0
16395,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1,0
16396,4,1,0,2,1,0,4,1,0,0,1,1,0,0,0,0,0
16397,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
16398,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
16399,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
16400,4,1,0,2,0,1,1,0,1,1,0,0,0,0,0,1,0
16401,2,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0
16402,3,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1,0
16403,4,1,0,4,3,3,5,1,0,0,1,0,0,0,1,0,0
16404,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0
16405,4,1,0,2,1,1,1,0,1,0,1,0,0,0,0,1,0
16406,4,0,2,2,0,0,2,0,1,0,1,0,0,0,0,1,0
16407,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16408,4,0,0,3,0,2,1,0,1,1,0,0,0,0,0,1,0
16409,4,1,0,2,3,1,2,0,1,0,1,0,0,0,0,1,0
16410,4,1,0,3,2,2,3,0,1,0,1,0,0,0,0,1,0
16411,3,1,1,3,3,0,2,1,0,0,1,0,0,0,0,1,1
16413,1,1,0,2,2,0,0,1,0,0,1,0,0,0,0,1,1
16414,4,1,0,3,1,3,4,1,0,1,0,0,0,0,0,1,0
16415,2,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
16416,1,1,0,2,1,3,2,1,0,0,1,0,0,0,0,1,0
16417,4,1,0,3,2,0,5,1,0,0,1,0,0,0,0,1,0
16418,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16419,2,1,2,1,1,0,3,1,0,0,0,0,0,0,0,1,0
16420,3,1,0,3,3,0,2,1,0,0,1,0,0,0,0,1,0
16421,1,1,2,2,0,1,0,1,0,0,1,0,0,0,0,1,1
16422,2,0,0,2,2,0,3,1,0,0,1,0,0,0,0,1,0
16423,1,1,0,3,1,0,1,1,0,0,1,1,0,0,0,0,1
16424,4,1,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0
16425,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1
16426,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16427,1,0,0,2,3,2,5,0,1,0,1,0,0,0,1,0,0
16428,4,1,0,2,3,2,5,0,1,0,1,0,0,0,0,1,0
16429,4,1,0,3,1,0,5,0,1,1,0,0,0,0,0,1,0
16430,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16431,3,1,0,3,3,2,5,1,0,0,1,0,0,0,0,1,0
16432,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0
16433,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0
16434,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16435,1,0,0,3,2,0,5,1,0,0,1,0,0,0,0,1,1
16436,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16437,4,1,0,3,3,2,5,1,0,0,1,0,0,0,0,1,0
16438,4,1,0,3,0,0,2,1,0,0,1,0,0,0,0,1,0
16439,1,1,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
16440,2,0,2,2,0,0,1,0,1,1,0,0,0,0,0,1,1
16441,4,1,0,2,3,1,1,1,0,0,1,0,1,0,0,0,0
16442,1,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,1
16443,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16444,4,1,0,3,1,3,1,1,0,0,1,0,0,0,0,1,1
16445,2,1,1,3,3,0,1,1,0,0,1,0,0,0,0,1,1
16447,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
16448,2,0,2,1,1,0,2,1,0,0,0,0,0,0,0,1,0
16449,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16450,4,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0
16451,3,1,0,3,1,0,2,1,0,0,1,0,0,0,0,1,0
16452,4,0,0,3,1,1,1,1,0,0,1,0,0,0,0,1,0
16453,4,1,0,2,1,2,1,1,0,1,0,0,0,0,1,0,0
16454,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16455,2,0,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0
16456,3,0,2,3,1,0,1,1,0,0,1,0,0,0,1,0,0
16457,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16458,3,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,0
16459,4,1,0,2,3,0,1,0,1,1,0,0,0,0,0,1,1
16460,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
16461,4,1,0,2,3,1,2,1,0,0,1,0,0,0,0,1,0
16462,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16463,4,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1
16464,4,1,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0
16465,4,1,0,2,3,3,3,1,0,0,1,0,0,0,0,1,0
16466,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
16467,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16468,3,1,0,3,2,0,5,1,0,0,1,0,0,0,0,1,0
16469,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
16470,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0,1,1
16471,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
16472,4,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1
16473,4,1,0,2,1,0,2,1,0,0,1,0,0,0,1,0,0
16474,3,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,0
16475,4,1,0,2,1,2,1,1,0,0,1,0,0,0,0,1,0
16476,3,1,0,3,0,1,4,1,0,0,1,0,0,1,0,0,0
16477,2,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,0
16478,4,1,0,3,1,2,4,1,0,0,1,0,0,0,0,1,0
16479,4,1,0,3,0,0,1,1,0,1,0,0,1,0,0,0,0
16480,4,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0
16481,4,0,2,2,1,2,0,1,0,0,1,0,0,0,1,0,1
16482,4,1,0,2,2,0,1,0,1,0,1,0,0,0,0,1,1
16483,4,1,0,4,2,0,1,1,0,0,1,1,0,0,0,0,0
16484,4,1,0,2,0,1,2,0,1,1,0,0,1,0,0,0,0
16485,4,1,0,2,2,0,1,1,0,1,0,1,0,0,0,0,0
16486,3,0,2,2,2,1,2,1,0,0,1,0,0,0,0,1,1
16487,4,0,0,4,3,3,5,1,0,0,1,0,0,0,1,0,0
16488,4,1,0,3,3,3,2,0,1,0,1,0,0,0,0,1,0
16489,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
16490,2,1,0,2,1,0,4,1,0,0,1,0,1,0,0,0,0
16491,4,1,0,2,3,0,2,1,0,1,0,0,0,0,0,1,0
16492,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16493,4,0,0,2,3,0,1,0,0,0,1,0,1,0,0,0,0
16494,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16495,4,1,0,2,1,3,2,1,0,1,0,0,0,0,0,1,0
16496,1,1,0,3,1,0,4,1,0,0,1,0,0,0,0,1,1
16497,4,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16498,4,1,0,2,2,2,3,1,0,0,1,0,0,0,1,0,0
16499,4,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,0
16500,4,0,0,2,3,1,4,1,0,1,0,0,0,0,0,1,0
16501,4,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
16503,0,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
16504,4,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1
16505,4,1,0,2,3,0,3,1,0,1,0,0,0,0,0,1,1
16506,2,1,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0
16507,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16508,4,1,0,2,2,0,1,1,0,0,1,1,0,0,0,0,1
16509,3,1,0,2,3,3,1,1,0,0,1,0,0,0,0,1,0
16510,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16511,3,1,2,2,0,3,3,1,0,0,1,0,0,0,0,1,0
16512,4,0,0,2,3,1,0,1,0,1,0,0,0,0,1,0,0
16513,2,1,0,2,3,2,5,1,0,0,1,0,0,0,0,1,0
16514,3,0,2,1,0,2,1,1,0,0,0,0,0,0,0,1,0
16515,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,1
16516,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
16517,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16518,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
16520,4,1,1,2,2,0,1,1,0,0,1,0,1,0,0,0,0
16521,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16522,3,1,0,3,3,3,1,1,0,0,1,0,0,0,0,1,0
16523,4,1,0,2,2,0,1,1,0,0,1,0,0,0,0,1,0
16524,4,1,0,2,3,0,3,1,0,0,1,0,0,0,0,1,0
16525,4,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16526,4,0,0,2,1,2,2,1,0,1,0,0,0,0,1,0,0
16527,1,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1,1
16528,4,1,0,3,2,0,0,1,0,0,1,0,0,0,0,1,0
16529,4,1,1,2,1,0,4,0,1,1,0,0,0,0,0,1,0
16530,3,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
16531,1,1,2,3,3,0,2,1,0,1,0,1,0,0,0,0,0
16532,3,0,0,4,3,1,3,1,0,0,1,0,0,0,1,0,0
16533,1,1,0,3,1,0,5,1,0,0,1,0,0,0,0,1,0
16534,4,0,2,2,1,0,2,1,0,0,1,0,0,0,1,0,1
16535,3,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16536,1,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16537,4,0,2,2,1,0,5,1,0,1,0,0,0,0,0,1,1
16538,4,1,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16539,4,0,2,2,0,1,1,1,0,0,1,0,0,0,0,1,0
16540,4,1,0,4,1,0,1,0,1,0,1,0,1,0,0,0,0
16541,4,1,2,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16542,3,0,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0
16543,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
16544,3,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,1
16545,3,1,1,2,2,3,5,1,0,0,1,0,0,0,0,1,0
16547,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,1
16548,4,1,0,2,3,0,0,1,0,0,1,0,0,0,0,1,1
16549,4,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
16550,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16551,3,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0
16552,3,1,0,2,3,2,5,0,1,0,1,0,0,0,0,1,0
16553,2,1,1,3,1,2,1,0,1,0,1,0,0,0,0,1,0
16554,4,1,0,3,1,3,1,1,0,0,1,0,0,0,0,1,1
16555,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
16556,2,1,0,3,0,3,1,1,0,0,1,0,0,0,0,1,0
16557,1,0,0,2,2,3,5,1,0,0,1,0,0,0,0,1,1
16558,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,1
16559,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
16560,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16561,3,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0
16562,4,0,0,2,3,0,5,1,0,0,1,0,0,0,0,1,0
16563,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0
16565,3,1,0,3,3,0,3,1,0,0,1,0,0,0,0,1,0
16567,1,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0
16568,3,0,0,4,3,1,5,1,0,0,1,0,0,0,1,0,0
16569,4,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1,0
16570,1,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,0
16571,3,1,0,3,2,0,1,1,0,0,1,0,0,0,0,1,0
16572,1,1,0,2,3,0,5,1,0,0,1,0,0,0,0,1,1
16573,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,0,0
16574,3,1,0,3,3,2,1,1,0,0,1,0,0,0,0,1,0
16575,4,1,0,2,3,0,2,1,0,0,1,0,0,0,0,1,0
16576,1,1,0,3,1,3,5,1,0,0,1,0,0,0,0,1,1
16577,4,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
16578,1,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0
16579,4,1,0,2,1,2,2,1,0,0,1,0,0,0,1,0,1
16580,2,0,0,2,2,1,2,1,0,0,1,0,0,0,0,1,0
16581,1,1,1,2,1,0,1,1,0,0,1,0,0,1,0,0,0
16582,3,1,1,2,1,3,1,1,0,0,1,0,0,0,0,1,0
16583,4,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
16584,2,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16585,1,1,0,3,3,1,3,1,0,0,1,0,0,0,0,1,0
16586,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,0
16587,4,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
16588,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16589,0,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
16590,4,1,0,3,2,3,2,1,0,1,0,0,0,0,0,1,0
16591,3,1,1,2,1,1,3,1,0,0,1,0,0,0,0,1,0
16592,3,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0
16593,4,1,0,2,2,0,4,1,0,0,1,0,1,0,0,0,0
16594,3,1,0,3,2,2,4,1,0,0,1,0,0,0,0,1,0
16595,1,1,2,2,1,1,0,1,0,0,1,0,0,0,0,1,1
16596,4,0,0,3,3,3,5,1,0,0,1,0,0,0,1,0,0
16597,4,1,0,2,2,3,2,1,0,0,1,0,0,0,0,1,0
16598,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16599,4,1,0,3,0,0,1,1,0,0,1,0,0,0,0,1,0
16600,4,1,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0
16601,3,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
16602,4,1,0,1,2,2,4,1,0,0,0,0,0,0,0,1,0
16603,4,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,0
16604,4,1,2,3,2,3,2,1,0,0,1,0,0,0,0,1,0
16605,1,1,0,2,2,1,2,1,0,0,1,0,0,0,0,1,0
16606,2,1,0,2,2,3,1,1,0,0,1,0,0,0,0,1,1
16607,4,1,0,2,3,1,3,1,0,0,1,0,0,0,0,1,0
16609,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
16610,4,1,0,3,2,0,1,1,0,0,1,0,1,0,0,0,0
16611,1,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,1
16612,4,0,0,2,2,0,5,1,0,0,1,0,0,0,0,1,0
16613,1,1,2,3,0,0,1,1,0,0,1,0,0,0,0,1,1
16614,4,1,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0
16615,1,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16616,4,1,2,3,1,0,5,1,0,1,0,0,0,0,0,1,0
16617,3,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0
16619,4,0,2,2,0,0,1,1,0,0,1,0,0,0,1,0,1
16620,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,1
16621,3,1,1,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16622,1,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16623,4,0,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
16624,4,1,0,2,3,0,3,1,0,1,0,0,0,1,0,0,0
16625,4,1,0,3,3,2,1,1,0,0,1,0,0,0,0,1,0
16627,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
16628,4,1,0,3,2,1,5,1,0,0,1,0,0,0,0,1,0
16631,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
16632,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
16633,4,1,0,2,1,1,5,1,0,0,1,0,0,0,0,1,0
16635,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0
16636,1,1,1,2,1,3,4,1,0,0,1,0,0,0,0,1,1
16637,3,1,0,2,2,2,5,1,0,0,1,0,0,0,0,1,0
16638,2,1,1,2,3,0,3,1,0,0,1,0,0,0,0,1,0
16640,4,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0
16641,3,0,0,3,3,1,2,1,0,0,1,0,0,0,0,1,0
16642,1,1,0,3,0,1,1,1,0,0,1,0,0,0,0,1,0
16643,1,1,0,2,1,3,5,1,0,0,1,0,0,0,0,1,1
16644,4,1,0,2,1,0,3,1,0,0,1,0,0,0,0,1,0
16645,3,1,2,2,1,0,2,1,0,0,1,1,0,0,0,0,0
16646,3,0,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0
16647,4,1,0,2,0,2,2,1,0,0,1,0,0,0,0,1,0
16648,1,1,2,2,1,1,1,1,0,0,1,0,0,0,0,1,0
16649,0,1,0,3,2,1,1,1,0,0,1,0,0,1,0,0,1
16650,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16651,1,1,0,2,3,2,1,1,0,0,1,0,0,0,0,1,1
16652,1,1,0,2,1,1,0,0,1,0,1,0,0,0,0,1,0
16653,3,1,0,1,3,2,1,1,0,0,0,0,0,0,0,1,0
16654,4,1,0,3,2,2,5,1,0,0,1,0,0,1,0,0,1
16655,4,0,0,1,0,2,4,1,0,0,0,0,0,0,0,1,0
16656,4,1,0,4,3,0,5,1,0,0,1,1,0,0,0,0,0
16657,2,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16658,4,1,0,3,3,3,5,0,1,1,0,0,0,0,0,1,0
16659,3,0,2,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16660,4,1,2,2,1,1,1,1,0,0,1,0,0,0,1,0,0
16661,3,1,0,3,3,0,4,1,0,0,1,0,1,0,0,0,0
16662,2,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
16663,4,1,0,2,1,1,2,1,0,0,1,0,0,0,0,1,1
16664,4,1,0,3,1,0,1,1,0,0,1,0,0,0,0,1,0
16665,1,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0
16666,1,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1,1
16667,1,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0
16668,4,1,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0
16669,2,0,0,2,0,1,2,1,0,0,1,0,0,0,1,0,0
16670,4,0,0,3,1,3,1,1,0,1,0,0,0,0,0,1,0
16671,4,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0
16672,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1
16673,4,1,1,3,3,0,2,1,0,0,1,0,0,0,0,1,0
16674,4,0,2,1,1,0,3,1,0,0,0,0,0,0,1,0,1
16675,1,1,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16676,3,1,0,2,3,1,1,1,0,0,1,0,0,0,0,1,0
16677,2,1,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0
16678,2,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16679,3,1,0,2,3,0,5,1,0,0,1,0,1,0,0,0,0
16680,4,1,0,2,3,1,5,1,0,0,1,0,0,0,0,1,0
16681,4,1,0,2,1,1,4,1,0,1,0,0,0,0,0,0,0
16683,3,1,0,2,1,1,1,1,0,0,1,0,0,0,0,1,0
16684,2,1,1,2,0,1,3,1,0,0,1,0,0,0,0,1,0
16685,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
16686,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16687,3,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16688,1,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,1
16689,2,1,1,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16690,4,0,2,2,1,2,1,1,0,1,0,0,0,0,0,1,0
16691,4,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0
16692,4,1,0,2,3,3,1,0,1,0,1,0,0,0,0,1,0
16693,4,1,0,4,3,2,1,1,0,0,1,0,0,0,0,1,0
16694,4,1,0,3,3,1,5,1,0,0,1,0,0,0,0,1,0
16695,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,1
16696,4,1,0,3,3,2,1,1,0,0,1,0,0,0,0,1,0
16697,4,1,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
16698,1,1,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0
16699,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16700,4,0,0,2,1,3,5,1,0,0,1,0,0,0,0,1,0
16701,4,1,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0
16702,3,1,0,3,3,0,4,1,0,0,1,0,0,0,0,1,0
16703,1,1,2,2,0,2,1,1,0,0,1,0,0,0,0,1,0
16704,2,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16705,4,1,0,2,3,0,1,1,0,0,1,0,0,0,0,1,0
16706,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
16708,4,1,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0
16709,1,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,1
16710,4,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0
16711,4,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,0
16712,4,1,0,2,1,2,5,1,0,0,1,0,0,0,0,1,0
16713,2,1,0,4,1,0,1,1,0,0,1,1,0,0,0,0,0
16714,4,1,0,2,2,3,5,1,0,0,1,0,0,0,0,1,1
16715,4,1,0,2,1,0,5,1,0,0,1,0,0,0,0,1,0
16716,4,1,0,3,3,1,1,1,0,1,0,0,0,0,0,1,0
16717,4,1,1,2,0,1,1,1,0,0,1,0,0,0,0,1,1
16719,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16721,1,1,0,2,1,3,3,1,0,0,1,0,0,0,0,1,1
16722,3,1,0,2,3,0,4,1,0,0,1,0,1,0,0,0,0
16723,4,1,0,4,3,1,3,0,1,0,1,0,0,0,0,1,1
16724,4,1,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0
16725,3,0,0,3,1,0,1,1,0,0,1,0,0,0,0,1,1
16726,4,1,0,2,2,1,5,1,0,0,1,0,0,0,0,1,0
16727,4,1,0,2,1,0,4,1,0,0,1,0,0,0,0,1,1
16728,4,1,0,2,3,1,2,1,0,1,0,0,0,0,0,1,0
16729,4,1,0,1,3,3,5,1,0,0,0,0,0,0,0,1,0
16730,1,1,0,3,1,2,5,1,0,0,1,0,0,0,0,1,0
16731,4,1,0,3,3,3,0,1,0,0,1,0,0,0,0,1,0
16732,0,1,0,2,1,0,2,1,0,0,1,0,0,0,0,1,0
16733,1,1,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0
16734,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16735,4,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0
16736,4,0,0,2,3,0,4,1,0,0,1,0,0,0,0,1,1
16737,4,0,0,2,1,2,5,1,0,0,1,0,0,0,0,1,0
16738,1,1,0,2,2,3,5,1,0,0,1,0,0,0,0,1,1
16739,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1
16740,4,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0
16741,4,0,0,2,0,2,2,1,0,0,1,0,0,0,0,1,0
16742,4,1,0,3,1,3,1,0,1,1,0,0,0,0,1,0,0
16743,4,1,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0
16744,3,0,2,1,0,2,1,0,1,0,0,0,0,0,0,1,0
16745,3,1,0,1,3,0,2,1,0,0,0,0,0,0,0,1,0
16746,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,1
16747,3,1,0,2,2,1,1,1,0,0,1,0,0,0,0,1,0
16748,4,1,0,3,3,0,5,1,0,0,1,0,0,0,0,1,0
16749,3,1,2,2,1,0,2,1,0,0,1,0,1,0,0,0,0
16750,4,1,0,2,1,0,2,1,0,1,0,0,0,0,0,1,0
16751,4,1,2,3,1,1,2,1,0,0,1,0,0,0,0,1,1
16752,4,0,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0
16753,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1
